dv_requested_item,category_item,segment_,mrc_description_entity_,legal_entity_description_entity_,goc___coe_dri_approval_,location_,do_you_require_a_server_within_dmz_ice_environment_,quantity_of_application_servers_,quantity_of_databases_,request_type_,app_upgrade_,what_is_your_application_name_,database_version_,database_size_,additional_database_space_,non_standard_settings_,db_request_type_,db_size_,db_server_type_,db_server_count_,additional_instructions_,character_set,national_character_set,block_size__kb_,select_required_collation_settings,do_you_need_a_replicated_copy_of_database_,additional_information,os_version,db_blueprint,edition,db_patch_level,source_order_guide,dv_category,dv_subcategory,dv_u_used_for,dv_u_status_reason,dv_u_criticality,dv_u_application_lifecycle,dv_u_type,dv_u_primary_sector,dv_u_coe,dv_u_primary_product_line,dv_u_ci_regions,dv_u_number_of_users,dv_u_externally_hosted,dv_u_owning_company,dv_u_sox,dv_u_pci,dv_u_gxp,dv_u_gxp_part11_annex11,dv_u_legal_hold,dv_u_samd,dv_u_privacy_classification,dv_u_data_classification,dv_u_darm,dv_u_dr_enabled
RITM000013792939,SDDC database 1,Consumer Medical Devices,US Diabetes Care,"LIFESCAN, INC.",GTS,NA enterprise data center,No,0,1,New Application,NULL,JDE LIFESCAN - JDE ENTERPRISEONE-QA,Oracle 12c Enterprise Edition,Large,900GB,NULL,Custom,NULL,NULL,NULL,NULL,WE8MSWIN1252,AL16UTF16,8,NULL,Yes,MUST BE 10 Character Server name.,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,BCA,Maintain,Server,Consumer,SC General,Supply Chain,"NA, EMEA",1-99,false,US Diabetes Care,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012966666,SDDC database 1,Global Technology Services,J&J Pacific,JOHNSON & JOHNSON (NEW ZEALAND) LTD,Consumer,ASPAC enterprise data center,No,0,1,SDDC factory migration,No,PROMAX PX QA,SQL 2005 Standard Edition,Small,0,"Non DBaas
Latin1_General_CI_AS as it is a 2005 server and the edition of source is Standard edition",Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,NULL,Server,Consumer,Sales,Sales & Customer Development,ASPAC,1-99,false,J&J Pacific,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013984076,SDDC database 1,Ethicon,J&J World Headquarters,W125 JOHNSON & JOHNSON,GTS,NA enterprise data center,No,0,1,New Application,NULL,INFA_OPC_EDG_NA_PROD,Oracle 12c Enterprise Edition,Medium,200 GB,NULL,Standard,NULL,NULL,NULL,NULL,AL32UTF8,AL16UTF16,8,NULL,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Vital,NULL,Platform,Corporate,GTS,None Assigned,NA,100-999,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013774354,SDDC database 1,DePuy Synthes,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES, INC.",Medical devices,EMEA enterprise data center,No,1,1,New Application,NULL,ENGINEERING BLUE BOOK,SQL 2014 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,Maintain,Server,Medical Devices,SC Make,Supply Chain,EMEA,"1,000-9,999",true,DePuy Ireland,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013329501,SDDC database 1,Global Technology Services,J&J Medical Singapore,JOHNSON & JOHNSON PTE. LTD.,Medical devices,ASPAC enterprise data center,No,0,1,SDDC Factory Migration,No,EFAMILY QA,SQL 2008 Standard Edition,Medium,0,"Manual DB build
One Shanghai DC Site
Not DMZ
Please contact Vibhor Agarwal or Chandra Srinivasa for queries regarding this Shanghai request",Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,NULL,Website,Medical Devices,ASPAC,SFE,ASPAC,1-99,false,J&J Medical China,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013410680,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES,",Supply chain (including HCS),NA enterprise data center,No,0,1,SDDC Factory Migration,No,MENTOR JDE INFRASTRUCTURE SERVICES,SQL 2008 Standard Edition,Large,0,"Non DbaaS
Collation :SQL_Latin1_General_CP1_CI_AS",Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Critical,NULL,Platform,Corporate,GTS,None Assigned,NA,100-999,false,JJ World Headqtrs US,false,false,false,false,true,false,NULL,NULL,false,false
RITM000013523860,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES, INC.",Pharma,NA enterprise data center,No,0,1,SDDC Factory Migration,Yes,CLINICAL DATA MANAGEMENT - CRF WORK MANAGER STG,Oracle 11g Enterprise Edition,Small,0,NULL,Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Staging,NULL,Non-Critical,Maintain,Server,Pharma,R&D Development Other,R&D Clinical Development Technologies,"NA, EMEA",1-99,false,Janssen R&D US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013213842,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES,",Corporate (ETCS),NA - ASHBURN (Colocation),No,0,1,Base business,NULL,DOUBLE-TAKE,SQL 2012 Standard Edition,Small,100,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,NULL,Server,Corporate,GTS,None Assigned,GLOBAL,1-99,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013339356,SDDC database 1,Ethicon,Ethicon USA,"ETHICON, INC.",Medical devices,EMEA enterprise data center,No,1,1,Organic Growth,NULL,THUNDERBIRD ARTWORK SYSTEM - ETHICON,SQL 2012 Enterprise Edition,Medium,1000,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Critical,Maintain,Server,Medical Devices,SC Make,Supply Chain,NA,"75,000+",false,Ethicon USA,false,false,true,false,true,false,NULL,NULL,false,false
RITM000013724756,SDDC database 1,Medical Devices,Biosense Webster USA,"BIOSENSE WEBSTER, INC.",Medical devices,NA enterprise data center,No,1,1,New Application,NULL,ONEMD SERVICE & REPAIR - WEBMETHOD INTEGRATION DEV,Oracle 11g Enterprise Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,AL32UTF8,AL16UTF16,8,NULL,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,NULL,Middleware,Medical Devices,NA,SFE,GLOBAL,1-99,false,Biosense Webster USA,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012960624,SDDC database 1,Global Technology Services,Janssen R&D BE,JANSSEN PHARMACEUTICA NV,Pharma,NA enterprise data center,No,0,1,SDDC factory migration,No,PMO-BI REPORTING - PROD,Oracle 11g Enterprise Edition,Large,0,"Non DBaas
Server Size : Large 
Character Set : WE8MSWIN1252
Block Size : 8192",Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Non-Critical,Maintain,Server,Pharma,R&D Development Other,R&D Data Management & Operational Analytics,"NA, LATAM, EMEA, ASPAC",100-999,false,Janssen R&D BE,false,false,false,false,true,false,NULL,NULL,false,false
RITM000012576394,SDDC database 1,NULL,J&J World Headquarters,NULL,NULL,NULL,No,NULL,1,NULL,NULL,NULL,NULL,Medium,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,Core Rising,Server,Corporate,App Svcs,None Assigned,GLOBAL,1-99,false,ITS - Global,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013196286,SDDC database 1,Global Technology Services,Janssen R&D US,"JANSSEN R&D, LLC",Pharma,NA enterprise data center,No,0,1,SDDC factory migration,No,CLINBROWSER,Oracle 11g Enterprise Edition,Large,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Non-Critical,Maintain,Server,Pharma,R&D Development Other,R&D Clinical Development Technologies,"NA, LATAM, EMEA, ASPAC",100-999,false,Janssen R&D US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012968213,SDDC database 1,Global Technology Services,J&J Colombia,JOHNSON & JOHNSON DE COLOMBIA S.A.,Corporate (ETCS),NA enterprise data center,No,0,1,SDDC factory migration,Yes,PAYROLL SYSTEM FOR ANDEAN HUB (QUERYX 7) - QA,Oracle 11g Enterprise Edition,Large,0,NULL,Custom,Large,Linux,1,Please provide/provision 1 QA 11g Database of Large Size in the SDDC-RARITAN Region.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,Transformed,Critical,Rising,Server,Corporate,ITHR,LATAM,LATAM,"1,000-9,999",false,Enterprise Business Solut,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013053774,SDDC database 1,Global Technology Services,J&J World Headquarters,JOHNSON & JOHNSON NCB,GTS,NA enterprise data center,No,3,2,Base business,NULL,SYSTEM CENTER CONFIGURATION MANAGER - 2012 QA,SQL 2012 Enterprise Edition,Large,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,NULL,Server,Corporate,GTS,None Assigned,NA,N/A,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013333744,SDDC database 1,Janssen,Janssen Belgium,JANSSEN PHARMACEUTICA NV,Pharma,EMEA enterprise data center,No,0,1,Organic Growth,NULL,EXESS WASTE MANAGEMENT - QA,SQL 2012 Standard Edition,Small,5GB,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,Maintain,Server,Pharma,Comm EMEA Beerse Campus,Collaboration & Productivity,EMEA,1-99,false,Janssen Belgium,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013124679,SDDC database 1,Janssen,Janssen Belgium,JANSSEN PHARMACEUTICA NV,Medical devices,EMEA enterprise data center,No,0,1,SDDC factory migration,Yes,RUBI-QA-ETL,Oracle 12c Enterprise Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,NULL,Server,Medical Devices,EMEA,D&A,EMEA,1-99,false,J&J Medical Russia,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013100713,SDDC database 1,Global Technology Services,Vistakon USA,"JOHNSON & JOHNSON VISION CARE, INC.",Consumer medical tech (CMT),NA enterprise data center,No,0,1,SDDC factory migration,Yes,VIS-TEAMCENTER-KNOWLEDGE MANAGEMENT-QA,Oracle 11g Enterprise Edition,Small,0,NULL,Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,Transformed,Non-Critical,Maintain,Server,Consumer,N/A,CMD R&D,NA,100-999,false,Vistakon USA,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013136340,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES,",GTS,NA enterprise data center,No,0,1,SDDC factory migration,Yes,CISCO PROCESS ORCHESTRATOR 3.0 – NA QA,SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Vital,NULL,Platform,Corporate,GTS,None Assigned,GLOBAL,1-99,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013687672,SDDC database 1,Janssen,Janssen Pharmaceuticals,"JANSSEN SUPPLY GROUP, LLC",Supply chain (including HCS),EMEA enterprise data center,No,0,1,Organic Growth,NULL,CRB,Oracle 11g Enterprise Edition,Medium,100,"For more info about database settings Contact N, Sethu Madhavan [GTSUS Non J&J] <sn4@ITS.JNJ.com>",Custom,NULL,NULL,NULL,NULL,OTHER,OTHER,8,NULL,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Critical,Declining,Server,Pharma,JSC Make,Supply Chain,EMEA,100-999,false,Janssen Belgium,false,false,true,false,false,false,NULL,NULL,false,false
RITM000014044247,SDDC database 1,Enterprise Supply Chain,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES, INC.",Supply chain (including HCS),NA enterprise data center,No,1,1,New Application,NULL,DATABEAT - QA,SQL 2014 Standard Edition,Medium,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,NULL,Platform,Corporate,SC Quality,Data & Analytics,GLOBAL,100-999,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012573973,SDDC database 1,NULL,NULL,"W130 JOHNSON & JOHNSON SERVICES,",Consumer,NA enterprise data center,NULL,0,NULL,SDDC factory migration,NULL,GENSIGHT - GLOBAL (DEVELOPMENT),SQL 2008 Enterprise Edition,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RITM000013196424,SDDC database 1,Global Technology Services,J&J Medical Singapore,JOHNSON & JOHNSON PTE. LTD.,Corporate (ETCS),ASPAC enterprise data center,No,0,1,SDDC factory migration,Yes,HR SERVICES - HR SYSTEM-PROD,Oracle 12c Enterprise Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Non-Critical,Maintain,Server,Corporate,ITHR,ASPAC,ASPAC,1-99,false,Enterprise Business Solut,true,false,false,false,false,false,Personal Data Type 3,NULL,false,false
RITM000012546368,SDDC database 1,NULL,NULL,NULL,Pharma,NULL,NULL,NULL,NULL,New application,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RITM000013421170,SDDC database 1,Global Technology Services,Mentor Corporation,MENTOR WORLDWIDE LLC,Medical devices,NA enterprise data center,No,0,1,SDDC Factory Migration,No,MENTOR DEVICE TRACKING QA,SQL 2008 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,Maintain,Server,Medical Devices,NA,Supply Chain,NA,1-99,false,Mentor Corporation,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013565489,SDDC database 1,Global Technology Services,Ethicon Endo-Surgery USA,"EES HOLDING COMPANY, INC.",Medical devices,NA enterprise data center,No,0,1,SDDC Factory Migration,Yes,ELECTRONIC HEIJUNKA,SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,Maintain,Website,Medical Devices,SC Make,Supply Chain,NA,1-99,false,Ethicon Endo-Surgery,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013118522,SDDC database 1,Global Technology Services,Janssen R&D US,"JANSSEN R&D, LLC",Pharma,NA - ASHBURN (Colocation),No,0,1,SDDC factory migration,No,GENEDATA-DEV,Oracle 12c Enterprise Edition,Small,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,Core,Server,Pharma,R&D Development Q&C,R&D Lab Data Generation & Lab Innovation,NA,1-99,false,Janssen R&D US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013287188,SDDC database 1,Global Technology Services,Janssen Belgium,JANSSEN PHARMACEUTICA NV,GTS,EMEA enterprise data center,No,0,1,SDDC Factory Migration,Yes,CISCO PROCESS ORCHESTRATOR 3.0 – EU PROD,SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Critical,NULL,Platform,Corporate,GTS,None Assigned,EMEA,NULL,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000014275114,SDDC database 1,Global Technology Services,Janssen R&D BE,JANSSEN PHARMACEUTICA NV,Medical devices,NA - ASHBURN (Colocation),No,0,1,New Application,NULL,DEPUY SYNTHES EQUOTE - QA,SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,Maintain,Website,Medical Devices,NA,SFE,NA,1-99,false,Synthes US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013547682,SDDC database 1,DePuy Synthes,Synthes US,SYNTHES INC,Medical devices,NA enterprise data center,No,1,1,New Application,NULL,RF-SAN LSYNTHES – QA,SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,NULL,Server,Medical Devices,SC Deliver,Supply Chain,NA,1-99,false,Synthes US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012678777,SDDC database 1,NULL,NULL,NULL,Pharma,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RITM000013774782,SDDC database 1,DePuy Synthes,Synthes Switzerland,SYNTHES PRODUKTIONS GMBH,Supply chain (including HCS),EMEA enterprise data center,No,0,1,New Application,NULL,EAM DASHBOARD DEV,SQL 2014 Standard Edition,Medium,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,NULL,Server,Medical Devices,SC Make,Supply Chain,EMEA,NULL,false,Synthes Switzerland,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012961582,SDDC database 1,Global Technology Services,Janssen Pharmaceuticals,P205 ORTHO-MCNEIL FINANCE CO.,Pharma,NA enterprise data center,No,0,1,SDDC factory migration,No,JPI MAT IC CUBES,Oracle 11g Enterprise Edition,Large,0,"Non DBaaS
Block Size: 16384  
NLS_NCHAR_CHARACTERSET : AL16UTF16 
NLS_CHARACTERSET : AL32UTF8",Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Decommission Pending,Non-Critical,Maintain,Server,Pharma,Comm NA,Operational Analytics,NA,"1,000-9,999",false,Janssen Pharmaceuticals,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013191956,SDDC database 1,Janssen,Janssen R&D US,"JANSSEN R&D, LLC",Pharma,NA enterprise data center,No,0,1,New application,NULL,WEBMETHODS NA JJAR QA PLATFORM,Oracle 12c Enterprise Edition,Medium,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,Maintain,Platform,Corporate,GTS,None Assigned,NA,"1,000-9,999",false,JJ World Headqtrs US,false,false,true,false,false,false,NULL,NULL,false,false
RITM000013131827,SDDC database 1,Global Technology Services,Vistakon Ireland Mfg,JOHNSON & JOHNSON VISION CARE,Supply chain (including HCS),EMEA enterprise data center,No,0,1,SDDC factory migration,Yes,VAULT,SQL 2012 Standard Edition,Small,50,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Critical,NULL,Server,Consumer,SC Make,Supply Chain,EMEA,1-99,false,Vistakon Ireland Mfg,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013303298,SDDC database 1,Enterprise Supply Chain,Ethicon USA,"ETHICON, INC.",Supply chain (including HCS),NA enterprise data center,No,1,1,New Application,NULL,SAN ANGELO MDT AUTOSAVE,SQL 2012 Standard Edition,Medium,400,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,NULL,Server,Medical Devices,SC Make,Supply Chain,NA,NULL,false,Ethicon USA,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013047612,SDDC database 1,Global Technology Services,Vistakon USA,"JOHNSON & JOHNSON VISION CARE, INC.",Consumer medical tech (CMT),NA enterprise data center,No,0,1,SDDC factory migration,No,COMPASS - VISION CARE - DEV,Oracle 11g Enterprise Edition,Small,0,"Non DBaas
NLS_CHARACTERSET : WE8ISO8859P1 
NLS_NCHAR_CHARACTERSET : AL16UTF16 
db_block_size : 8192",Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,Maintain,Server,Consumer,N/A,CMD R&D,NA,1-99,false,Vistakon USA,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013719019,SDDC database 1,Consumer Medical Devices,LifeScan Scotland,LIFESCAN SCOTLAND LIMITED,Supply chain (including HCS),EMEA enterprise data center,No,0,1,New Application,NULL,CCURE 9000 SECURITY ACCESS (INVERNESS) – PROD,SQL 2014 Standard Edition,Medium,200,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Critical,Core,Server,Consumer,SC Make,Supply Chain,EMEA,1-99,false,Lifescan Scotland,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013372614,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES,",Supply chain (including HCS),NA enterprise data center,No,0,1,SDDC Factory Migration,No,HP TRIM - QA,Oracle 11g Enterprise Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Critical,Maintain,Server,Medical Devices,SC Deliver,Supply Chain,NA,1-99,false,J&J HCS USA,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012786662,SDDC database 1,Pharma,Janssen R&D US,"JANSSEN R&D, LLC",Pharma,NA enterprise data center,No,1,1,New application,NULL,PROXY SERVICE (EMEA)-PROD,Oracle 11g Enterprise Edition,Small,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Sensitive,Maintain,Server,Corporate,GTS,None Assigned,EMEA,1-99,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013799441,SDDC database 1,Global Technology Services,Johnson & Johnson MEDICAL GmbH,JOHNSON & JOHNSON MEDICAL GMBH,Supply chain (including HCS),EMEA enterprise data center,No,0,1,SDDC Factory Migration,No,LABWARE LIMS NORDERSTEDT – DEV,SQL 2012 Standard Edition,Medium,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,Transformed,Non-Critical,Core Rising,Server,Medical Devices,SC Make,Supply Chain,EMEA,1-99,false,Vistakon USA,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013528113,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES, INC.",GTS,NA - ASHBURN (Colocation),No,0,1,Organic Growth,NULL,DOUBLE-TAKE,SQL 2012 Standard Edition,Medium,100,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,NULL,Server,Corporate,GTS,None Assigned,GLOBAL,1-99,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000014007482,SDDC database 1,Janssen,Janssen Pharmaceuticals,"JANSSEN SUPPLY GROUP, LLC",Pharma,NA enterprise data center,No,1,1,Organic Growth,NULL,JSC QUALITY SYSTEM LABORATORY: NUGENESIS SDMS NA INSTANCE PRODUCTION,Oracle 11g Enterprise Edition,Large,1000,NULL,Standard,NULL,NULL,NULL,NULL,AL32UTF8,AL16UTF16,8,NULL,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Critical,Maintaining,Server,Pharma,JSC Quality,Supply Chain,"NA, LATAM",100-999,false,Janssen Pharmaceuticals,false,false,false,false,false,false,NULL,NULL,false,false
RITM000014034556,SDDC database 1,Global Technology Services,Vistakon Russia,JOHNSON & JOHNSON LLC,Medical devices,EMEA enterprise data center,No,0,1,New Application,NULL,1C DEV,SQL 2012 Standard Edition,Small,600,Cyrillic_General_CI_AS ,Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OTHER,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,Maintain,Platform,Consumer,SC Deliver,Supply Chain,EMEA,NULL,false,Vistakon Russia,false,false,false,false,false,false,NULL,NULL,false,false
